136.186.229.138.80 > 136.186.229.139.58960,1159861517.195087,0
136.186.229.138.80 > 136.186.229.139.58960,1159861520.191184,0
136.186.229.138.80 > 136.186.229.139.58960,1159861520.191881,544
136.186.229.138.80 > 136.186.229.139.58960,1159861520.191922,0
136.186.229.138.80 > 136.186.229.139.58960,1159861520.192580,0
136.186.229.138.80 > 136.186.229.139.57527,1159861520.214494,0
136.186.229.138.80 > 136.186.229.139.57527,1159861520.215164,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.215180,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.215984,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.215995,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.216009,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.216794,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.216803,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.216815,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.217138,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.217149,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.217597,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.217608,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.217618,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.217753,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.217764,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.218184,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.218193,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.218206,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.218306,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.218316,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.218546,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.218555,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.218677,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.219037,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.219049,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.219093,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.219273,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.219283,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.219531,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.219670,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.219680,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.219848,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.220033,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.220043,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.220197,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.220209,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.220400,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.220409,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.220563,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.220772,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.220786,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.220965,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.221245,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.221256,1448
136.186.229.138.80 > 136.186.229.139.57527,1159861520.221271,282
136.186.229.138.80 > 136.186.229.139.57527,1159861520.222506,0
136.186.229.138.80 > 136.186.229.139.64649,1159861520.466602,0
136.186.229.138.80 > 136.186.229.139.64649,1159861520.467320,581
136.186.229.138.80 > 136.186.229.139.64649,1159861520.467345,0
136.186.229.138.80 > 136.186.229.139.64649,1159861520.468011,0
136.186.229.138.80 > 136.186.229.139.63864,1159861545.117547,0
136.186.229.138.80 > 136.186.229.139.63864,1159861545.118159,581
136.186.229.138.80 > 136.186.229.139.63864,1159861545.118180,0
136.186.229.138.80 > 136.186.229.139.63157,1159861545.203732,0
136.186.229.138.80 > 136.186.229.139.63157,1159861545.204293,581
136.186.229.138.80 > 136.186.229.139.63157,1159861545.204317,0
136.186.229.138.80 > 136.186.229.139.63157,1159861545.204851,0
